"SATCO PRODUCTS - NUVO LIGHTING - PRICE FILE AS OF NOVEMBER 3, 2025",,,,,,,,,
ALL ITEMS QUOTED ARE SUBJECT TO A PRICE CHANGE SHOULD IMPORT TARIFFS INCREASE.,,,,,,,,,
ITEM,DESCRIPTION,INN PK,CASE PK,EA $,CASE$,MOQ,Each UPC Code,IMAP$,ITEM-EDI SKU
64-134,Dimension Pro; Tape light strip; 32 ft.; Hi-Output; RGB plus Tunable White; J-Box connection; Starfish IOT Capable; IR Remote Included,,6,$121.00,$121.00,,045923640544,$242.95,64/134
64-135,Dimension Pro; Tape light strip; 64 ft.; Hi-Output; RGB plus Tunable White; J-Box connection; Starfish IOT Capable; IR Remote Included,,4,$189.00,$189.00,,045923640551,$378.95,64/135
64-140,Dimension Pro; Tape light strip; 16 ft.; Hi-Output; RGB plus Tunable White; Plug connection; IP65; Starfish IOT Capable; RF Remote Included,,8,$69.00,$69.00,,045923640568,$138.95,64/140
64-141,Dimension Pro; Tape light strip; 32 ft.; Hi-Output; RGB plus Tunable White; Plug connection; IP65; Starfish IOT Capable; RF Remote Included,,6,$105.00,$105.00,,045923640575,$210.95,64/141
64-142,Dimension Pro; Tape light strip; 64 ft.; Hi-Output; RGB plus Tunable White; Plug connection; IP65; Starfish IOT Capable; RF Remote Included,,3,$199.00,$199.00,,045923640582,$398.95,64/142
64-143,Dimension Pro; Tape light strip; 16 ft.; Hi-Output; RGB plus Tunable White; J-Box connection; IP65; Starfish IOT Capable; RF Remote Included,,6,$99.00,$99.00,,045923640599,$198.95,64/143
64-144,Dimension Pro; Tape light strip; 32 ft.; Hi-Output; RGB plus Tunable White; J-Box connection; IP65; Starfish IOT Capable; RF Remote Included,,3,$146.00,$146.00,,045923640605,$292.95,64/144
64-145,Dimension Pro; Tape light strip; 64 ft.; Hi-Output; RGB plus Tunable White; J-Box connection; IP65; Starfish IOT Capable; RF Remote Included,,3,$210.00,$210.00,,045923640506,$420.95,64/145
64-150,Dimension; Tape Channel; 16 ft.; Deep Well; Recessed,,12,$32.00,$32.00,,045923644733,$47.99,64/150
64-151,Dimension; Tape Channel; 16 ft.; Deep Well,,12,$32.00,$32.00,,045923644740,$47.99,64/151
64-152,Dimension; Tape Channel; 16 ft.; Angled,,12,$32.00,$32.00,,045923644757,$47.99,64/152
64-153,Tape Channel; 16 ft.; Shallow Well; Recessed,,12,$31.20,$31.20,,045923644764,$46.99,64/153
64-154,Dimension; Tape Channel; 16 ft.; Shallow Well,,12,$26.50,$26.50,,045923644771,$39.99,64/154
64-160,Dimension; Tape Connector; Flush Mounting; 5pk,,100,$3.15,$3.15,,045923644788,$4.99,64/160
64-161,Dimension; Tape Connector; 6 in.; 5pk,,100,$7.95,$7.95,,045923644795,$11.99,64/161
64-162,Dimension; Tape Connector; L-Shape; 5pk,,100,$5.25,$5.25,,045923644801,$7.99,64/162
64-163,Dimension; Tape Light Mounting Bracket; Outdoor; 20 Pack,,250,$1.55,$1.55,,045923644900,$2.99,64/163
64-164,Dimension; Tape Connector; Wire to Tape; 6 Pack,,100,$3.15,$3.15,,045923644177,$4.99,64/164
64-165,Dimension; Tape Connector; 50 Foot Wire,,20,$21.25,$21.25,,045923644184,$31.99,64/165
64-166,Dimension; Plastic End Cap; Outdoor Tape Light,,100,$3.65,$3.65,,045923653858,$7.95,64/166
64-167,Dimension; IR Remote Control; Indoor Tape Light,,100,$2.10,$2.10,,045923653902,$4.95,64/167
64-168,Dimension; RF Remote Control; Outdoor Tape Light,,100,$2.95,$2.95,,045923654008,$5.95,64/168
64-170,Dimension; 16 Foot Power Extension Cord; Indoor,,50,$4.00,$4.00,,045923641701,$8.95,64/170
64-171,Dimension; 10 Foot Power Extension Cord; Outdoor,,50,$7.45,$7.45,,045923640407,$14.95,64/171
64-172,Dimension; Tape Control Connector; Plug-in,,24,$22.25,$22.25,,045923640704,$33.99,64/172
64-173,Dimension; Tape Control Connector; Junction Box,,12,$54.00,$54.00,,045923640728,$80.99,64/173
64-174,Starfish; 3-Way Tape Connector; 5 Pack,,100,$8.15,$8.15,,045923404689,No IMAP,64/174
64-175,Starfish; 4-Way Tape Connector; 5 Pack,,100,$9.95,$9.95,,045923404696,No IMAP,64/175
64-176,Dimension; 10 Foot Indoor Extension Cord; M2M Pins,,24,$6.20,$6.20,,045923404702,No IMAP,64/176
65-063,LED Entrance Light; 26W; Bronze Finish; 120-277V,,4,$115.00,$114.00,,045923630637,$170.99,65/063
65-085,Add-On LED Photocell Sensor,,100,$12.95,$11.95,,045923630859,No IMAP,65/085
65-113,20W LED Bulk Head Fixture; White Finish,,2,$85.00,$84.00,,045923451133,$125.99,65/113
65-114,20W LED Bulk Head Fixture; Black Finish,,2,$85.00,$84.00,,045923451140,$125.99,65/114
65-138,LED Canopy Fixture; 28W; 4000K; 120-277V,,6,$55.00,$54.00,,045923531385,No IMAP,65/138
65-140,LED Canopy Fixture; 40W; 4000K; 120-277V,,6,$60.00,$59.00,,045923531408,No IMAP,65/140
65-141,LED Canopy Fixture; 40W; 5000K; 120-277V,,6,$59.00,$59.00,,045923682445,No IMAP,65/141
65-142,LED Canopy Fixture; 28W; 4000K; 120-277V,,4,$65.00,$64.00,,045923531422,No IMAP,65/142
65-144,LED Canopy Fixture; 40W; 4000K; 120-277V,,4,$70.00,$69.00,,045923531446,No IMAP,65/144
65-146,LED Canopy Fixture; 60W; 4000K; 120-277V,,4,$75.00,$74.00,,045923531460,No IMAP,65/146
65-148,LED Canopy Fixture; 70W; 4000K; 120-277V,,4,$80.00,$79.00,,045923531484,No IMAP,65/148
65-150,Add on Emergency Backup Battery for LED Square Canopy Light Fixtures; 9 Watt; 90 min. Run Time; Bronze Finish,,10,$104.00,$104.00,,045923613777,No IMAP,65/150
65-169,Whip Connector; 5.5 Foot; IP68 Rated; Black; 0-10V Dimming,,50,$8.25,$8.25,,045923671692,No IMAP,65/169
65-170,Whip Connector; 5.5 Foot; IP68 Rated; White; 0-10V Dimming,,50,$8.25,$8.25,,045923671708,No IMAP,65/170
65-171,LED Adjustable Vapor Tight Fixture; 20W; 3000K; Gray Finish; 100-277V,,6,$75.00,$74.00,,045923671715,$110.99,65/171
65-172,LED Adjustable Vapor Tight Fixture; 20W; 4000K; Gray Finish; 100-277V,,6,$75.00,$74.00,,045923671722,$110.99,65/172
65-173,LED Adjustable Vapor Tight Fixture; 20W; 5000K; Gray Finish; 100-277V,,6,$75.00,$74.00,,045923671739,$110.99,65/173
65-199,Whip Connector; 5.5 ft.; IP68 Rated; Supply Line Voltage; Black,,50,$10.75,$10.75,,045923651991,No IMAP,65/199
65-200,Whip Connector; 5.5 ft.; IP68 Rated; Supply Line Voltage; White,,50,$10.75,$10.75,,045923652004,No IMAP,65/200
65-210,LED Security Light; Dual Head; White Finish; 3000K,,5,$46.00,$45.00,,045923680342,$89.99,65/210
65-211,LED Security Light; Dual Head; White Finish; 3000K; Motion Sensor,,5,$54.00,$53.00,,045923680311,$105.99,65/211
65-212,LED Security Light; Dual Head; Bronze Finish; 3000K,,5,$46.00,$45.00,,045923680359,$89.99,65/212
65-213,LED Security Light; Dual Head; Bronze Finish; 3000K; Motion Sensor,,5,$54.00,$53.00,,045923680328,$105.99,65/213
65-214,LED Security Light; Dual Head; Black Finish; 3000K,,5,$46.00,$45.00,,045923680366,$89.99,65/214
65-215,LED Security Light; Dual Head; Black Finish; 3000K; Motion Sensor,,5,$54.00,$53.00,,045923680335,$105.99,65/215
65-216,LED Security Light; Dual Head; White Finish; 4000K,,5,$46.00,$45.00,,045923680403,$89.99,65/216
65-217,LED Security Light; Dual Head; White Finish; 4000K; Motion Sensor,,5,$54.00,$53.00,,045923680373,$105.99,65/217
65-218,LED Security Light; Dual Head; Bronze Finish; 4000K,,5,$46.00,$45.00,,045923680410,$89.99,65/218
65-219,LED Security Light; Dual Head; Bronze Finish; 4000K; Motion Sensor,,5,$54.00,$53.00,,045923680380,$105.99,65/219
65-220,LED Security Light; Dual Head; Black Finish; 4000K,,5,$46.00,$45.00,,045923680427,$89.99,65/220
65-221,LED Security Light; Dual Head; Black Finish; 4000K; Motion Sensor,,5,$54.00,$53.00,,045923680397,$105.99,65/221
65-244,LED Area Light; 25W; Black Finish; 4000K; 120-277V,,2,$42.00,$42.00,,045923680984,$62.99,65/244
65-245,LED Area Light; 25W; Black Finish; 5000K; 120-277V,,2,$42.00,$42.00,,045923680991,$62.99,65/245
65-401,LED Vertical Step Light; 3W; Bronze Finish; 120V,,24,$33.00,$32.00,,045923554018,$63.99,65/401
65-403,LED Horizontal Step Light; 5W; Bronze Finish; 120V,,24,$33.00,$32.00,,045923554032,$63.99,65/403
65-405,LED Vertical Step Light; 3W; White Finish; 120V,,24,$33.00,$32.00,,045923554056,$63.99,65/405
65-407,LED Horizontal Step Light; 5W; White Finish; 120V,,24,$33.00,$32.00,,045923554070,$63.99,65/407
65-409,LED Vertical Step Light; 3W; Gray Finish; 120V,,24,$33.00,$32.00,,045923554094,$63.99,65/409
65-411,LED Horizontal Step Light; 5W; Gray Finish; 120V,,24,$33.00,$32.00,,045923554117,$63.99,65/411
65-497,Pendant/Surface Mount for High Bay Fixtures; White Finish,,20,$7.95,$7.95,,045923674426,No IMAP,65/497
65-498,Wire Guard for 2 ft. High Bay Fixtures,,10,$9.50,$9.50,,045923682124,No IMAP,65/498
65-499,Wire Guard for 2 ft. High Bay Fixtures,,10,$11.50,$11.50,,045923682131,No IMAP,65/499
65-500,Wire Guard for 4 ft. High Bay Fixtures,,10,$16.95,$16.95,,045923655005,No IMAP,65/500
65-501,LED 2 ft. Linear Hi-Bay; 80W; 4000K; 100-277V,,1,$94.00,$94.00,,045923535017,$140.99,65/501
65-502,LED 2 ft. Linear Hi-Bay; 80W; 5000K; 100-277V,,2,$94.00,$94.00,,045923682391,$140.99,65/502
65-503,LED 2 ft. Linear Hi-Bay; 110W; 4000K; 100-277V,,1,$105.00,$105.00,,045923535031,$156.99,65/503
65-504,LED 2 ft. Linear Hi-Bay; 110W; 5000K; 100-277V,,2,$105.00,$105.00,,045923682407,$156.99,65/504
65-505,LED 2 ft. Linear Hi-Bay; 165W; 4000K; 100-277V,,1,$147.00,$147.00,,045923535055,$219.99,65/505
65-506,LED 2 ft. Linear Hi-Bay; 165W; 5000K; 100-277V,,2,$147.00,$147.00,,045923682414,$219.99,65/506
65-507,LED 4 ft. Linear Hi-Bay; 225W; 4000K; 100-277V,,1,$177.00,$177.00,,045923535079,$264.99,65/507
65-508,LED 4 ft. Linear Hi-Bay; 225W; 5000K; 100-277V,,2,$177.00,$177.00,,045923682421,$264.99,65/508
65-528,Trunnion Mounting Accessory; 30 and 50 Watt; PC Lens Flood Fixture; Bronze Finish,,40,$5.10,$5.10,,045923657788,No IMAP,65/528
65-529,Yoke Mounting Accessory; 30 Watt Flood Fixture; PC Lens Flood Fixture; Bronze Finish,,40,$3.15,$3.15,,045923657795,No IMAP,65/529
65-530,Yoke Mounting Accessory; 50 Watt Flood Fixture; PC Lens Flood Fixture; Bronze Finish,,20,$3.95,$3.95,,045923657801,No IMAP,65/530
65-531,LED Small Flood Light; 15W; 3000K; Bronze Finish,,16,$27.50,$26.50,,045923680779,$39.99,65/531
65-532,LED Small Flood Light; 15W; 4000K; Bronze Finish,,16,$27.50,$26.50,,045923680786,$39.99,65/532
65-533,LED Small Flood Light; 15W; 5000K; Bronze Finish,,16,$27.50,$26.50,,045923680793,$39.99,65/533
65-534R1,LED Medium Flood Light; 30W; 3000K; Bronze Finish; 100V-277V; Dimmable,,8,$41.00,$41.00,,045923658631,$60.99,65/534R1
65-535R1,LED Medium Flood Light; 30W; 4000K; Bronze Finish; 100V-277V; Dimmable,,8,$41.00,$41.00,,045923658648,$60.99,65/535R1
65-536R1,LED Medium Flood Light; 30W; 5000K; Bronze Finish; 100V-277V; Dimmable,,8,$41.00,$41.00,,045923658655,$60.99,65/536R1
65-537,LED Large Flood Light; 50W; 3000K; Bronze Finish,,6,$78.75,$77.50,,045923680830,$116.99,65/537
65-537R1,LED Large Flood Light; 50W; 3000K; Bronze Finish; 100V-277V; Dimmable,,6,$52.00,$52.00,,045923658686,$77.99,65/537R1
65-538R1,LED Large Flood Light; 50W; 4000K; Bronze Finish; 100V-277V; Dimmable,,6,$52.00,$52.00,,045923658693,$77.99,65/538R1
65-539R1,LED Large Flood Light; 50W; 5000K; Bronze Finish; 100V-277V; Dimmable,,6,$52.00,$52.00,,045923658709,$77.99,65/539R1
65-541,LED Tempered Glass Flood Light with Bypassable Photocell; CCT Selectable 3K/4K/5K; Wattage Adjustable 15W/25W/35W; ColorQuick and PowerQuick Technology; Bronze Finish,,6,$67.00,$67.00,,045923657962,$99.99,65/541
65-542,LED Tempered Glass Flood Light with Bypassable Photocell; CCT Selectable 3K/4K/5K; Wattage Adjustable 45W/60W/80W; ColorQuick and PowerQuick Technology; Bronze Finish,,4,$97.00,$97.00,,045923657979,$144.99,65/542
65-543,LED Tempered Glass Flood Light with Bypassable Photocell; CCT Selectable 3K/4K/5K; Wattage Adjustable 100W/125W/150W; ColorQuick and PowerQuick Technology; Bronze Finish,,2,$154.00,$154.00,,045923657986,$230.99,65/543
65-544,Trunnion Mount for Small/Medium Tempered Glass Flood Light ; Bronze Finish,,18,$7.95,$7.95,,045923657993,No IMAP,65/544
65-545,Trunnion Mount for Large Tempered Glass Flood Light; Bronze Finish,,4,$15.50,$15.50,,045923657856,No IMAP,65/545
65-546,Yoke Mount for Small Tempered Glass Flood Light; Bronze Finish,,34,$3.45,$3.45,,045923658303,No IMAP,65/546
65-547,Yoke Mount for Medium Tempered Glass Flood Light; Bronze Finish,,34,$3.95,$3.95,,045923658402,No IMAP,65/547
65-548,Yoke Mount for Large Tempered Glass Flood Light; Bronze Finish,,22,$5.50,$5.50,,045923659300,No IMAP,65/548
65-549,Tempered Glass Flood Light Slipfitter Mount for Small and Medium Floods,,3,$22.50,$22.50,,045923654688,No IMAP,65/549
65-550,LED Adjustable Vapor Tight Fixture; 20W; CCT Selectable 3K/4K/5K; Gray Finish,,6,$71.00,$71.00,,045923653087,$105.99,65/550
65-551,LED Adjustable Vapor Tight Fixture; 20W; RGB Selectable; Gray Finish,,6,$80.00,$80.00,,045923653094,$119.99,65/551
65-555,20/40/60 Watt LED Cutoff Wall Pack; 3K/4K/5K CCT; Field Selectable; Bronze; 120-347 Volt,,1,$84.00,$84.00,,045923434150,$125.99,65/555
65-556,80/100/120 Watt LED Cutoff Wall Pack; 3K/4K/5K CCT; Field Selectable; Bronze; 120-347 Volt,,1,$115.00,$115.00,,045923434167,$171.99,65/556
65-571R1,LED Backlit Flat Panel; 2 ft. x 2 ft.; Wattage and CCT Selectable; 120-277 Volt; ColorQuick Technology; PowerQuick Technology,,1,$38.00,$38.00,,045923657078,$56.99,65/571R1
65-572R1,LED Backlit Flat Panel; 2 ft. x 4 ft.; Wattage and CCT Selectable; 120-277 Volt; ColorQuick Technology; PowerQuick Technology,,1,$59.00,$59.00,,045923657085,$87.99,65/572R1
65-573R1,LED Backlit Flat Panel; 1 ft. x 4 ft.; Wattage and CCT Selectable; 100-277 Volt; ColorQuick Technology; PowerQuick Technology,,1,$42.00,$42.00,,045923657092,$62.99,65/573R1
65-575R1,LED Emergency Backlit Flat Panel; 2 ft. x 2 ft.; Wattage and CCT Selectable; 100-277 Volt; ColorQuick Technology; PowerQuick Technology,,1,$126.00,$126.00,,045923657177,$188.99,65/575R1
65-576R1,LED Emergency Backlit Flat Panel; 2 ft. x 4 ft.; Wattage and CCT Selectable; 100-277 Volt; ColorQuick Technology; PowerQuick Technology,,1,$157.00,$157.00,,045923657184,$234.99,65/576R1
65-577R1,LED Emergency Backlit Flat Panel; 1 ft. x 4 ft.; Wattage and CCT Selectable; 100-277 Volt; ColorQuick Technology; PowerQuick Technology,,1,$134.00,$134.00,,045923657191,$200.99,65/577R1
65-581R1,LED Backlit Flat Panel; 2 ft. x 2 ft.; Wattage and CCT Selectable; 100-347 Volt; ColorQuick Technology; PowerQuick Technology,,1,$42.00,$42.00,,045923657108,$62.99,65/581R1
65-582R1,LED Backlit Flat Panel; 2 ft. x 4 ft.; Wattage and CCT Selectable; 100-347 Volt; ColorQuick Technology; PowerQuick Technology,,1,$62.00,$62.00,,045923657146,$92.99,65/582R1
65-583R1,LED Backlit Flat Panel; 1 ft. x 4 ft.; Wattage and CCT Selectable; 100-347 Volt; ColorQuick Technology; PowerQuick Technology,,1,$47.00,$47.00,,045923657160,$69.99,65/583R1
65-585R1,LED Emergency Backlit Flat Panel; 2 ft. x 2 ft.; Wattage and CCT Selectable; 100-347 Volt; ColorQuick Technology; PowerQuick Technology,,1,$131.00,$131.00,,045923657207,$195.99,65/585R1
65-586R1,LED Emergency Backlit Flat Panel; 2 ft. x 4 ft.; Wattage and CCT Selectable; 100-347 Volt; ColorQuick Technology; PowerQuick Technology,,1,$162.00,$162.00,,045923657245,$242.99,65/586R1
65-587R1,LED Backlit Flat Panel with Emergency Backup; 1 ft. x 4 ft.; Wattage and CCT Selectable; 100-347 Volt; ColorQuick Technology; PowerQuick Technology,,1,$139.00,$139.00,,045923657269,$207.99,65/587R1
65-588,1X4 Backlit Panel Flange Kit; White Finish,,10,$26.00,$26.00,,045923655654,No IMAP,65/588
65-589,2X2 Backlit Panel Flange Kit; White Finish,,10,$18.50,$18.50,,045923655661,No IMAP,65/589
65-590,2X4 Backlit Panel Flange Kit; White Finish,,10,$28.75,$28.75,,045923655678,No IMAP,65/590
65-591,4' - Suspension Kit for LED Backlit Flat Panel Fixtures,,30,$5.75,$5.75,,045923659584,No IMAP,65/591
65-592,4' - Suspension Kit for LED Backlit Flat Panel Fixtures,,30,$8.95,$8.95,,045923659591,No IMAP,65/592
65-593,4' - Suspension Kit for LED Backlit Flat Panel Fixtures,,30,$8.95,$8.95,,045923659607,No IMAP,65/593
65-595,1X4 Backlit Panel Frame Kit; White Finish,,10,$46.25,$46.25,,045923655623,No IMAP,65/595
65-595R1,1X4 Backlit Panel Frame Kit; White Finish; For use with EM versions,,5,$42.00,$42.00,,045923653261,No IMAP,65/595R1
65-596,2X2 Backlit Panel Frame Kit; White Finish,,10,$37.45,$37.45,,045923655630,No IMAP,65/596
65-596R1,2X2 Backlit Panel Frame Kit; White Finish; For use with EM versions,,5,$34.00,$34.00,,045923653278,No IMAP,65/596R1
65-597R1,2X4 Backlit Panel Frame Kit; White Finish; For use with EM versions,,5,$47.00,$47.00,,045923653285,No IMAP,65/597R1
65-598,1X4 Backlit Panel Frame Kit; Slim Version; White Finish,,10,$26.00,$26.00,,045923652080,No IMAP,65/598
65-599,2X4 Backlit Panel Frame Kit; Slim Version; White Finish,,10,$28.75,$28.75,,045923652097,No IMAP,65/599
65-600,2X2 Backlit Panel Frame Kit; Slim Version; White Finish,,10,$18.95,$18.95,,045923652103,No IMAP,65/600
65-604,Trunnion Mount for 70W/90W/150W Flood Light; Bronze Finish,,20,$6.50,$6.50,,045923674433,No IMAP,65/604
65-605,Yoke Mount for 70 Watt & 90 Watt Flood Light; Bronze Finish,,20,$6.50,$6.50,,045923674440,No IMAP,65/605
65-606,Yoke Mount for 150 Watt Flood Light; Bronze Finish,,10,$15.50,$15.50,,045923666209,No IMAP,65/606
65-609,Slipfitter Mount for 70 Watt & 90 Watt Flood Light; Bronze Finish,,8,$24.95,$24.95,,045923656095,No IMAP,65/609
65-610,Direct Arm Mount for 70 Watt & 90 Watt Flood Light; Bronze Finish,,6,$28.50,$28.50,,045923656101,No IMAP,65/610
65-613,Universal Mount for 70 Watt & 90 Watt Flood Light; Bronze Finish,,6,$39.00,$39.00,,045923674457,No IMAP,65/613
65-615,LED Flood Light; 70 Watt; 4000K; Bronze Finish,,5,$94.00,$94.00,,045923674167,$140.99,65/615
65-616,LED Flood Light; 70 Watt; 5000K; Bronze Finish,,5,$94.00,$94.00,,045923674174,$140.99,65/616
65-617,LED Flood Light; 90 Watt; 4000K; Bronze Finish,,5,$104.00,$104.00,,045923674181,$155.99,65/617
65-618,LED Flood Light; 90 Watt; 5000K; Bronze Finish,,5,$104.00,$104.00,,045923674198,$155.99,65/618
65-619R1,LED Flood Light; 150 Watt; 4000K; Bronze Finish,,1,$157.00,$157.00,,045923659652,$234.99,65/619R1
65-620R1,LED Flood Light; 150 Watt; 5000K; Bronze Finish,,1,$157.00,$157.00,,045923659669,$234.99,65/620R1
65-622,Add on Emergency Backup Battery for LED Round Canopy Light Fixtures; 15 Watt; 90 min. Run Time; Black Finish,,10,$136.00,$136.00,,045923613760,No IMAP,65/622
65-623,LED Canopy Fixture; 25 Watt; CCT Selectable; White Finish; 100-277 Volt,,2,$96.25,$96.25,,045923674228,$144.99,65/623
65-623R1,LED Canopy Fixture; 25 Watt; CCT Selectable; White Finish,,2,$74.00,$74.00,,045923652196,$110.99,65/623R1
65-624,LED Canopy Fixture; 25 Watt; CCT Selectable; Bronze Finish; 100-277 Volt,,2,$96.25,$96.25,,045923674235,$144.99,65/624
65-624R1,LED Canopy Fixture; 25 Watt; CCT Selectable; Bronze Finish,,2,$74.00,$74.00,,045923652202,$110.99,65/624R1
65-625,LED Canopy Fixture; 40 Watt; CCT Selectable; White Finish; 100-277 Volt,,2,$108.75,$108.75,,045923674242,$163.99,65/625
65-625R1,LED Canopy Fixture; 40 Watt; CCT Selectable; White Finish,,2,$84.00,$84.00,,045923652264,$125.99,65/625R1
65-626,LED Canopy Fixture; 40 Watt; CCT Selectable; Bronze Finish; 100-277 Volt,,2,$108.75,$108.75,,045923674259,$163.99,65/626
65-626R1,LED Canopy Fixture; 40 Watt; CCT Selectable; Bronze Finish,,2,$84.00,$84.00,,045923652288,$125.99,65/626R1
65-627R1,LED Canopy Fixture; 55 Watt; CCT Selectable; White Finish,,2,$89.00,$89.00,,045923652295,$132.99,65/627R1
65-628R1,LED Canopy Fixture; 55 Watt; CCT Selectable; Bronze Finish,,2,$89.00,$89.00,,045923652301,$132.99,65/628R1
65-629R1,LED Canopy Fixture; 75 Watt; CCT Selectable; White Finish,,2,$99.00,$99.00,,045923652387,$147.99,65/629R1
65-630R1,LED Canopy Fixture; 75 Watt; CCT Selectable; Bronze Finish,,2,$99.00,$99.00,,045923652394,$147.99,65/630R1
65-631,LED Canopy Fixture; 100 Watt; CCT Selectable; White Finish; 100-277 Volt,,2,$165.00,$165.00,,045923674303,$246.99,65/631
65-631R1,LED Canopy Fixture; 100 Watt; CCT Selectable; White Finish,,2,$104.00,$104.00,,045923652400,$155.99,65/631R1
65-632R1,LED Canopy Fixture; 100 Watt; CCT Selectable; Bronze Finish,,2,$104.00,$104.00,,045923652851,$155.99,65/632R1
65-633,Add on Emergency Backup Battery for LED Wide Beam Angle Canopy Light Fixtures; 8 Watt; Black Finish,,5,$94.00,$94.00,,045923654909,No IMAP,65/633
65-634,Square LED; Wide Beam Angle Canopy Light; 3K/4K/5K CCT Selectable; 20W/30W/45W Wattage Selectable; White Finish,,4,$89.00,$89.00,,045923654176,$132.99,65/634
65-635,Square LED; Wide Beam Angle Canopy Light; 3K/4K/5K CCT Selectable; 60W/75W/90W Wattage Selectable; White Finish,,4,$117.00,$117.00,,045923654183,$174.99,65/635
65-636,Square LED; Wide Beam Angle Canopy Light; 3K/4K/5K CCT Selectable; 20W/30W/45W Wattage Selectable; Bronze Finish,,4,$89.00,$89.00,,045923654190,$132.99,65/636
65-637,Square LED; Wide Beam Angle Canopy Light; 3K/4K/5K CCT Selectable; 60W/75W/90W Wattage Selectable; Bronze Finish,,4,$117.00,$117.00,,045923654206,$174.99,65/637
65-638,Add on Emergency Backup Battery for LED Round Canopy Light Fixtures; 8 Watt; 90 min. Run Time; Black Finish,,5,$94.00,$94.00,,045923656385,No IMAP,65/638
65-639,Add on Emergency Backup Battery for LED Round Canopy Light Fixtures; 15 Watt; 90 min. Run Time; Black Finish,,5,$127.00,$127.00,,045923656392,No IMAP,65/639
65-641R1,LED Adjustable High bay; 110 Watt; 4000K; Integrated Sensor Port; 120-277 Volt,,1,$81.00,$81.00,,045923656170,$120.99,65/641R1
